PROVINSI;KABUPATEN;KECAMATAN;KELURAHAN;LATITUDE;LONGITUDE;PUS;Kampung KB;Rumah DataKU;BKB;BKR;BKL;UPPKA;PIK-R
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;LAPEO;-3.488.994;119.121.731;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;PARAPPE;-3.470.856;119.152.301;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;ONGKO;-3.448.545;1.190.856;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;KENJE;-3.481.044;119.131.785;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;SUMARRANG;-342.317;119.092.473;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;BOTTO;-3.430.034;119.159.641;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;GATTUNGAN;-3.419.557;119.133.068;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;PADANG TIMUR;-3.461.851;119.123.525;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;PADANG;-3.460.351;11.912.198;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;LAGI-AGI;-346.032;119.140.022;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;LIMBORO;-3.456.191;119.022.205;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;LEMBANG LEMBANG;-3.458.634;11.900.801;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;TANDASURA;-3.470.731;118.976.994;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;SAMASUNDU;-3.471.423;119.018.969;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;NAPO;-347.181;119.033.324;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;TODANG TODANG;-3.438.436;119.047.758;1;Ada;Ada;Ada;Ada;Ada;Tidak ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;PENDULANGAN;-339.945;119.045.484;1;Ada;Ada;Ada;Ada;Ada;Tidak ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;RENGGEANG;-3.484.546;118.980.244;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;SALARRI;-3.440.961;119.024.421;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;TANGAN BARU;-3.458.335;118.974.142;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;PALECE;-3.477.946;119.001.454;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;LUYO;BATUPANGA;-3.348.765;119.119.224;1;Ada;Tidak ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;LUYO;MAMBU;-3.373.173;119.141.832;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;LUYO;TENGGELANG;-3.393.046;119.115.804;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;LUYO;BARU;-3.412.263;119.157.282;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;LUYO;PUSSUI;-3.353.634;119.070.803;1;Ada;Tidak ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;LUYO;MAPILI BARAT;-340.375;119.161.996;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;LUYO;SAMBALI WALI;-3.389.189;119.074.503;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;LUYO;BATUPANGA DAALA;-331.028;119.098.997;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;LUYO;LUYO;-3.362.506;11.910.842;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;LUYO;PUSSUI BARAT;-3.361.049;119.088.447;1;Ada;Tidak ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;LUYO;PUCCADI;-3.384.622;119.160.269;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;MAPILI;-3.403.493;119.161.953;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;UGIBARU;-340.306;119.198.141;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;RUMPA;-3.451.368;119.201.712;1;Ada;Ada;Ada;Ada;Ada;Ada;Tidak ada
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;KURMA;-3.369.225;119.171.307;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;BUKU;-3.403.364;11.916.191;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;BONNE BONNE;-3.394.314;119.185.189;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;BEROANGIN;-3.329.687;119.147.185;1;Ada;Ada;Ada;Ada;Ada;Ada;Tidak ada
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;SEGERANG;-342.646;119.190.737;1;Ada;Ada;Ada;Ada;Ada;Ada;Tidak ada
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;BONRA;-3.398.118;119.170.673;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;SATTOKO;-3.309.308;11.912.768;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;RAPPANG BARAT;-3.352.312;119.178.222;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;LANDI KANUSUANG;-3.298.269;119.180.823;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;MATAKALI;-3.383.497;119.270.611;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;PETAMPANUA;-3.407.862;119.286.232;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;BARUMBUNG;-3.351.258;119.282.618;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;PASIANG;-3.325.794;119.320.991;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;TONROLIMA;-3.375.631;119.250.362;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;INDOMAKKOMBONG;-3.345.134;119.259.622;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;BUNGA-BUNGA;-3.385.598;119.299.887;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;MATANGNGA;-3.104.387;119.222.347;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;LILLI;-3.187.685;119.197.778;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;RANGOAN;-314.873;119.181.257;1;Ada;Ada;Ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;TAPUA;-3.203.844;119.230.289;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;MAMBU TAPUA;-3.233.218;119.271.732;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;BA'BA TAPUA;-3.282.548;119.212.201;1;Ada;Ada;Ada;Ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;KATIMBANG;-314.525;119.234.931;1;Ada;Ada;Ada;Ada;Ada;Tidak ada;Tidak ada
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;POLEWALI;-3.411.289;119.325.924;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;WATTANG;-3.429.272;119.345.853;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;SULEWATANG;-341.026;119.344.512;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;LANTORA;-3.422.043;11.933.801;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;TAKATIDUNG;-3.420.392;119.324.438;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;PEKKABATA;-3.412.598;119.312.675;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;MADATE;-3.404.699;119.306.729;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;MANDING;-3.418.116;119.302.134;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;DARMA;-3.398.865;119.330.107;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;PELITAKAN;-3.360.882;119.238.027;1;Tidak ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;TAPANGO;-3.309.478;119.257.189;1;Tidak ada;Ada;Ada;Ada;Ada;Tidak ada;Tidak ada
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;RAPPANG;-3.348.337;119.198.809;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;DAKKA;-3.356.835;119.222.528;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;BATU;-3.299.801;119.236.065;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;RISO;-3.314.503;11.927.358;1;Ada;Ada;Ada;Tidak ada;Ada;Tidak ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;PALATTA;-3.276.644;119.248.655;1;Ada;Ada;Tidak ada;Ada;Tidak ada;Ada;Tidak ada
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;TAPANGO BARAT;-3.325.581;119.224.387;1;Tidak ada;Ada;Ada;Ada;Ada;Tidak ada;Tidak ada
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;KURRAK;-3.285.228;119.316.124;1;Tidak ada;Ada;Ada;Ada;Ada;Tidak ada;Tidak ada
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;BUSSU;-3.314.476;119.210.337;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;TUTTULA;-3.314.814;119.193.848;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;JAMBU MALEA;-3.351.462;119.213.258;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;KALIMBUA;-3.294.107;119.286.324;1;Ada;Ada;Ada;Ada;Ada;Ada;Tidak ada
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;BANATO REJO;-3.339.288;119.237.791;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;TINAMBUNG;-3.506.373;119.015.544;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;KARAMA;-3.510.092;119.042.944;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;TANGNGA TANGNGA;-3.510.688;119.029.762;1;Ada;Ada;Ada;Ada;Ada;Tidak ada;Tidak ada
SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;LEKOPADIS;-3.497.953;11.901.187;1;Ada;Ada;Ada;Tidak ada;Tidak ada;Ada;Tidak ada
SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;GALUNG LOMBOK;-3.497.126;118.987.437;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;TANDUNG;-3.516.074;11.900.544;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;BATULAYA;-3.495.849;119.027.555;1;Ada;Ada;Ada;Tidak ada;Tidak ada;Tidak ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;SEPABATU;-3.510.145;119.016.271;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;TUTAR;TARAMANU;-3.326.774;119.022.103;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;TUTAR;AMBOPADANG;-329.503;119.063.567;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;TUTAR;TUBBI;-3.185.934;119.053.227;1;Tidak ada;Tidak ada;Ada;Ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;POLEWALI MANDAR;TUTAR;RATTE;-3.219.464;118.996.626;1;Tidak ada;Tidak ada;Ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;POLEWALI MANDAR;TUTAR;BESOANGIN;-3.232.071;118.934.716;1;Tidak ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;TUTAR;PIRIANG TAPIKO;-3.134.882;119.022.814;1;Tidak ada;Tidak ada;Ada;Ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;POLEWALI MANDAR;TUTAR;PEBURRU;-3.269.062;119.077.413;1;Tidak ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;TUTAR;TALOBA;-3.136.359;119.062.461;1;Ada;Tidak ada;Ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;POLEWALI MANDAR;TUTAR;POLLEWANI;-3.231.729;119.049.138;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;TUTAR;ARABUA;-3.324.761;119.057.037;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;TUTAR;BESOANGIN UTARA;-3.135.347;118.974.026;1;Tidak ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;TUTAR;PODA;-3.361.282;119.032.057;1;Ada;Ada;Ada;Ada;Ada;Tidak ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;TUTAR;TARAMANU TUA;-328.567;119.021.242;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;SIDODADI;-3.397.287;11.921.549;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;SIDOREJO;-3.409.938;119.217.463;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;SUMBEREJO;-3.387.141;119.229.449;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;BUMIAYU;-3.422.101;119.215.024;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;KEBUNSARI;-3.441.962;119.217.715;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;BANUA BARU;-338.867;119.201.973;1;Tidak ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;NEPO;-3.456.312;119.236.558;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;SUGIHWARAS;-3.381.177;119.214.487;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;CAMPURJO;-3.405.852;119.231.523;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;BUMIMULYO;-3.431.881;11.922.914;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;TUMPILING;-341.093;119.259.681;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;BAKKA-BAKKA;-3.376.155;11.920.338;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;ARJO SARI;-3.428.032;119.203.748;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;GALESON;-34.388;119.255.367;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMUJU;MAMUJU;BINANGA;-2.736.152;118.939.815;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMUJU;MAMUJU;MAMUNYU;-2.718.345;118.965.343;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMUJU;MAMUJU;KAREMA;-273.506;118.905.647;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMUJU;MAMUJU;RIMUKU;-2.721.024;118.917.105;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMUJU;MAMUJU;BAMBU;-2.696.989;11.895.892;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMUJU;MAMUJU;KARAMPUANG;-2.631.789;11.888.686;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMUJU;MAMUJU;TADUI;-268.603;118.977.598;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMUJU;MAMUJU;BATU PANNU;-2.706.704;118.973.921;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMUJU;TAPALANG;GALUNG;-2.822.341;118.930.297;1;Ada;Ada;Ada;Ada;Tidak ada;Ada;Tidak ada
SULAWESI BARAT;MAMUJU;TAPALANG;KASAMBANG;-28.569.723;1.189.478.948;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMUJU;TAPALANG;DAYANGINNA;-2.862.557;118.870.891;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMUJU;TAPALANG;OROBATU;-2.826.111;118.848.868;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMUJU;TAPALANG;TAKANDEANG;-2.805.028;118.867.436;1;Ada;Ada;Ada;Ada;Ada;Tidak ada;Ada
SULAWESI BARAT;MAMUJU;TAPALANG;BELA;-289.822;119.006.544;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMUJU;TAPALANG;TAAN;-2.900.927;118.942.106;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMUJU;TAPALANG;TAMPALANG;-2.809.103;118.909.365;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMUJU;TAPALANG;RANTEDODA;-2.786.436;118.858.189;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMUJU;TAPALANG;KOPEANG;-2.811.896;119.001.471;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMUJU;KALUKKU;SINYONYOI;-2.619.429;119.046.964;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMUJU;KALUKKU;BEBANGA;-265.479;119.016.632;1;Ada;Ada;Ada;Tidak ada;Ada;Tidak ada;Ada
SULAWESI BARAT;MAMUJU;KALUKKU;KALUKKU;-2.579.032;119.098.589;1;Ada;Ada;Ada;Tidak ada;Tidak ada;Tidak ada;Ada
SULAWESI BARAT;MAMUJU;KALUKKU;SINYONYOI SELATAN;-2.579.302;119.057.607;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMUJU;KALUKKU;SONDOANG;-2.592.722;119.112.744;1;Ada;Ada;Ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMUJU;KALUKKU;BERU-BERU;-25.158.605;1.190.709.433;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMUJU;KALUKKU;BELANG BELANG;-24.706.699;1.191.482.069;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMUJU;KALUKKU;KABULOANG;-25.008.163;1.191.074.341;1;Ada;Ada;Ada;Ada;Ada;Tidak ada;Ada
SULAWESI BARAT;MAMUJU;KALUKKU;KEANG;-26.476.687;1.191.475.119;1;Ada;Ada;Ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMUJU;KALUKKU;POKKANG;-25.279.148;1.190.981.402;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMUJU;KALUKKU;GULILING;-25.542.154;1.190.966.372;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMUJU;KALUKKU;UHAIMATE;-26.263.501;1.191.292.818;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMUJU;KALUKKU;KALUKKU BARAT;-25.297.794;1.190.504.796;1;Ada;Ada;Ada;Tidak ada;Ada;Ada;Ada
SULAWESI BARAT;MAMUJU;KALUKKU;PAMMULUKANG;-25.983.959;1.190.535.171;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMUJU;KALUMPANG;KALUMPANG;-24.768.461;1.194.854.601;1;Ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMUJU;KALUMPANG;KARATAUN;-25.339.502;1.195.160.099;1;Ada;Ada;Ada;Ada;Ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMUJU;KALUMPANG;KARAMA;-23.751.671;1.196.156.495;1;Ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMUJU;KALUMPANG;SIRAUN;-25.957.785;119.608.352;1;Ada;Ada;Ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMUJU;KALUMPANG;TUMOGA;-24.275.443;119.601.195;1;Ada;Tidak ada;Ada;Ada;Ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMUJU;KALUMPANG;SALUMAKKI;-25.652.141;1.196.526.208;1;Ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMUJU;KALUMPANG;POLIO;-23.943.473;1.196.477.764;1;Ada;Tidak ada;Ada;Tidak ada;Ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMUJU;KALUMPANG;LIMBONG;-24.471.649;1.195.672.443;1;Ada;Ada;Ada;Tidak ada;Ada;Tidak ada;Ada
SULAWESI BARAT;MAMUJU;KALUMPANG;SANDAPANG;-2.336.355;1.195.906.707;1;Ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMUJU;KALUMPANG;KONDO BULO;-25.455.859;1.194.861.662;1;Ada;Ada;Ada;Ada;Ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMUJU;KALUMPANG;MAKKALIKI;-25.124.137;1.195.829.245;1;Ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMUJU;KALUMPANG;BATU MAKKADA;-23.972.893;1.196.788.465;1;Ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMUJU;KALUMPANG;LASA';-26.407.507;1.196.153.256;1;Ada;Ada;Ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMUJU;PAPALANG;TOABO;-23.872.835;1.191.735.784;1;Ada;Ada;Ada;Tidak ada;Ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMUJU;PAPALANG;PAPALANG;-24.295.946;1.191.504.075;1;Ada;Tidak ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMUJU;PAPALANG;BONDA;-24.175.166;1.191.381.105;1;Ada;Tidak ada;Ada;Ada;Tidak ada;Ada;Tidak ada
SULAWESI BARAT;MAMUJU;PAPALANG;TOPORE;-24.187.645;1.191.624.761;1;Ada;Tidak ada;Ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMUJU;PAPALANG;SALUKAYU;-23.813.932;119.201.965;1;Ada;Ada;Ada;Ada;Ada;Tidak ada;Ada
SULAWESI BARAT;MAMUJU;PAPALANG;SUKADAMAI;-23.681.931;1.192.256.417;1;Ada;Ada;Ada;Ada;Ada;Tidak ada;Ada
SULAWESI BARAT;MAMUJU;PAPALANG;BODA-BODA;-23.934.541;1.191.932.788;1;Ada;Ada;Ada;Ada;Ada;Tidak ada;Ada
SULAWESI BARAT;MAMUJU;PAPALANG;SISANGO;-24.135.788;1.191.982.556;1;Ada;Ada;Ada;Ada;Ada;Tidak ada;Ada
