PROVINSI;KABUPATEN;KECAMATAN;KELURAHAN;LATITUDE;LONGITUDE;PUS;Kampung KB;Rumah DataKU;BKB;BKR;BKL;UPPKA;PIK-R
SULAWESI BARAT;MAMASA;MAMBI;TAPALINA;-2.920.449;119.159.966;1;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;MAMBI;SENDANA;-2.952.151;119.180.739;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMASA;MAMBI;PAMOSEAN;-2.973.179;119.120.012;1;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;MAMBI;SELUMAKA;-2.994.356;119.149.579;1;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;MAMBI;BUJUNG MANURUNG;-2.932.996;119.171.306;1;Ada;Ada;Ada;Ada;Ada;Tidak ada;Ada
SULAWESI BARAT;MAMASA;MAMBI;SALU ALO;-299.002;119.181.499;1;Tidak ada;Ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;MAMBI;INDOBANUA;-2.988.312;119.089.882;1;Tidak ada;Ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;MAMBI;SALUDURIAN;-2.971.493;119.165.247;1;Ada;Ada;Ada;Ada;Ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;MEHALAAN;MEHALAAN;-3.027.863;11.918.441;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMASA;MEHALAAN;BOTTENG;-3.082.448;119.138.485;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMASA;MEHALAAN;SALUKONTA;-3.013.088;119.246.681;1;Tidak ada;Tidak ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMASA;MEHALAAN;MESAKADA;-3.027.265;119.225.607;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMASA;MEHALAAN;MEHALAAN BARAT;-3.029.435;119.181.063;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMASA;MEHALAAN;SALUAHOK;-3.001.125;119.192.933;1;Tidak ada;Tidak ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMASA;MEHALAAN;SALUBALO;-2.989.934;119.180.769;1;Tidak ada;Tidak ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMASA;MEHALAAN;PASSEMBUK;-3.066.986;119.208.138;1;Tidak ada;Tidak ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMASA;MEHALAAN;KONDO;-3.094.925;119.152.691;1;Tidak ada;Tidak ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMASA;MEHALAAN;LEKO SUKAMAJU;-3.013.325;119.238.698;1;Tidak ada;Tidak ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMASA;MEHALAAN;ULUMEA;-3.016.525;119.200.082;1;Tidak ada;Tidak ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMASA;MESSAWA;MESSAWA;-3.249.935;119.363.551;1;Ada;Tidak ada;Ada;Tidak ada;Tidak ada;Tidak ada;Ada
SULAWESI BARAT;MAMASA;MESSAWA;RIPPUNG;-3.224.699;119.335.023;1;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;MESSAWA;MAKUANG;-3.271.708;11.934.623;1;Tidak ada;Ada;Tidak ada;Tidak ada;Tidak ada;Ada;Tidak ada
SULAWESI BARAT;MAMASA;MESSAWA;SEPANG;-3.314.185;119.429.415;1;Tidak ada;Ada;Ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;MESSAWA;MALIMBONG;-3.251.345;119.383.034;1;Tidak ada;Tidak ada;Ada;Tidak ada;Tidak ada;Tidak ada;Ada
SULAWESI BARAT;MAMASA;MESSAWA;MATANDE;-3.277.341;119.393.455;1;Ada;Tidak ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMASA;MESSAWA;SIPAI;-3.287.396;119.415.616;1;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;MESSAWA;PASMA MAMBU;-3.251.052;11.931.123;1;Ada;Ada;Ada;Ada;Ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;MESSAWA;TANETE BATU;-3.300.904;119.416.453;1;Tidak ada;Tidak ada;Ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;NOSU;NOSU;-3.129.392;119.478.946;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMASA;NOSU;MINANGA;-3.099.521;119.461.353;1;Tidak ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMASA;NOSU;BATUPAPAN;-3.147.687;119.483.585;1;Tidak ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMASA;NOSU;MASEWWE;-3.176.034;119.473.763;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMASA;NOSU;SIWI;-3.107.345;11.949.597;1;Tidak ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMASA;NOSU;MINANGA TIMUR;-3.091.642;119.487.341;1;Tidak ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMASA;NOSU;PARINDING;-3.077.752;119.475.029;1;Tidak ada;Tidak ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMASA;PANA;PANA;-3.066.967;119.533.762;1;Ada;Ada;Ada;Tidak ada;Ada;Ada;Ada
SULAWESI BARAT;MAMASA;PANA;MANIPI;-3.099.987;119.610.361;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMASA;PANA;MAMULLU;-3.080.986;119.588.924;1;Ada;Ada;Tidak ada;Ada;Ada;Ada;Tidak ada
SULAWESI BARAT;MAMASA;PANA;SAPAN;-3.032.824;119.557.713;1;Tidak ada;Tidak ada;Tidak ada;Ada;Ada;Ada;Tidak ada
SULAWESI BARAT;MAMASA;PANA;DATUBARINGAN;-3.113.176;119.562.942;1;Ada;Ada;Ada;Ada;Ada;Ada;Tidak ada
SULAWESI BARAT;MAMASA;PANA;PANURA;-3.088.859;11.954.521;1;Tidak ada;Tidak ada;Ada;Ada;Ada;Ada;Tidak ada
SULAWESI BARAT;MAMASA;PANA;TALLANG BULAWAN;-3.079.248;119.571.331;1;Tidak ada;Tidak ada;Tidak ada;Ada;Ada;Ada;Tidak ada
SULAWESI BARAT;MAMASA;PANA;KARAKA;-3.049.035;119.580.829;1;Tidak ada;Tidak ada;Ada;Ada;Ada;Ada;Tidak ada
SULAWESI BARAT;MAMASA;PANA;ULUSALU;-3.030.163;119.531.923;1;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;PANA;WERI;-3.062.596;1.195.434;1;Ada;Ada;Ada;Ada;Ada;Ada;Tidak ada
SULAWESI BARAT;MAMASA;PANA;SALUTAMBUN;-3.064.842;119.527.025;1;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Ada;Tidak ada
SULAWESI BARAT;MAMASA;PANA;SALOAN;-2.992.553;119.495.402;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMASA;PANA;ULUSALU INDAH;-3.045.354;119.491.784;1;Tidak ada;Tidak ada;Ada;Tidak ada;Tidak ada;Ada;Tidak ada
SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;SALUMOKANAN;-299.138;119.249.712;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;SALUMOKANAN BARAT;-297.951;119.211.405;1;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;BUANGIN;-2.974.266;119.249.585;1;Ada;Ada;Ada;Ada;Ada;Ada;Tidak ada
SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;BAMBANG BUDA;-2.975.336;119.196.308;1;Tidak ada;Tidak ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;LEKO;-3.007.196;119.235.641;1;Tidak ada;Ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;KIRAK;-2.998.019;119.213.508;1;Tidak ada;Tidak ada;Ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;SALUMOKANAN UTARA;-2.977.765;119.232.211;1;Ada;Ada;Ada;Ada;Ada;Ada;Tidak ada
SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;SAMPALE;-2.984.631;119.228.465;1;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;SESENAPADANG;OROBUA;-2.984.739;119.403.587;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMASA;SESENAPADANG;PALADAN;-2.992.517;119.380.935;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMASA;SESENAPADANG;OROBUA TIMUR;-2.996.551;119.441.334;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMASA;SESENAPADANG;RANTE PUANG;-3.005.571;119.363.849;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMASA;SESENAPADANG;SATENETEAN;-302.842;119.406.603;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMASA;SESENAPADANG;LISUAN ADA;-2.977.888;119.443.755;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMASA;SESENAPADANG;OROBUA SELATAN;-3.019.655;119.424.373;1;Ada;Ada;Ada;Ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;SESENAPADANG;MALANGKENA PADANG;-3.085.322;119.412.738;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMASA;SESENAPADANG;MALIMBONG;-3.046.258;119.429.689;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMASA;SESENAPADANG;MARAMPAN OROBUA;-3.008.176;119.427.609;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMASA;SUMARORONG;SUMARORONG;-3.148.879;119.336.936;1;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Ada
SULAWESI BARAT;MAMASA;SUMARORONG;TABONE;-317.504;11.932.981;1;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Ada
SULAWESI BARAT;MAMASA;SUMARORONG;BATANG URU;-3.177.387;119.373.509;1;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;SUMARORONG;SASAKAN;-3.162.006;119.287.314;1;Ada;Tidak ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMASA;SUMARORONG;TADISI;-3.132.676;119.364.911;1;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;SUMARORONG;SIBANAWA;-3.194.888;119.344.145;1;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Ada
SULAWESI BARAT;MAMASA;SUMARORONG;BATANGNGURU TIMUR;-3.166.517;119.403.314;1;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;SUMARORONG;SALUBALO;-3.104.945;119.269.456;1;Ada;Ada;Ada;Ada;Ada;Ada;Tidak ada
SULAWESI BARAT;MAMASA;SUMARORONG;BANEA;-3.145.232;119.379.828;1;Tidak ada;Tidak ada;Ada;Tidak ada;Ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;SUMARORONG;RANTE KAMASE;-3.113.606;119.344.115;1;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;TABANG;TABANG;-2.862.358;119.523.753;1;Tidak ada;Tidak ada;Ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;TABANG;TADOKALUA;-2.844.726;119.495.781;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMASA;TABANG;TABANG BARAT;-2.987.605;119.550.666;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMASA;TABANG;MASUPU;-3.02;119.565.956;1;Tidak ada;Tidak ada;Ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;TABANG;KALAMA;-2.968.237;119.514.663;1;Tidak ada;Tidak ada;Ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;TABANG;BAKADISURA;-2.942.551;119.531.184;1;Tidak ada;Tidak ada;Ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;TABANG;SALUKONA;-2.826.638;119.548.095;1;Tidak ada;Tidak ada;Ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;TABULAHAN;LAKAHANG;-268.002;119.171.017;1;Tidak ada;Tidak ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMASA;TABULAHAN;PERIANGAN;-27.235;119.217.597;1;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Ada
SULAWESI BARAT;MAMASA;TABULAHAN;MALATIRO;-2.784.277;119.134.082;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMASA;TABULAHAN;TABULAHAN;-2.757.819;119.225.068;1;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;TABULAHAN;SALULEANG;-2.777.766;119.312.305;1;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;TABULAHAN;TAMPAK KURRA;-2.736.929;11.917.475;1;Tidak ada;Tidak ada;Ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;TABULAHAN;GANDANG DEWATA;-2.742.867;119.315.777;1;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;TABULAHAN;BURANA;-2.706.266;119.126.759;1;Ada;Ada;Ada;Ada;Ada;Tidak ada;Ada
SULAWESI BARAT;MAMASA;TABULAHAN;SALUBAKKA;-276.574;119.187.816;1;Tidak ada;Tidak ada;Tidak ada;Ada;Tidak ada;Tidak ada;Ada
SULAWESI BARAT;MAMASA;TABULAHAN;PANGANDARAN;-2.757.132;119.079.489;1;Tidak ada;Tidak ada;Ada;Ada;Ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;TABULAHAN;TALOPAK;-2.695.355;119.202.493;1;Tidak ada;Tidak ada;Ada;Ada;Ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;TABULAHAN;PEU';-2.831.392;119.303.593;1;Tidak ada;Tidak ada;Ada;Tidak ada;Tidak ada;Tidak ada;Ada
SULAWESI BARAT;MAMASA;TABULAHAN;TIMORO;-2.663.628;119.184.071;1;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;TABULAHAN;LAKAHANG UTAMA;-2.700.373;11.917.985;1;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;TANDUK KALUA;MINAKE;-3.051.379;119.271.871;1;Tidak ada;Tidak ada;Ada;Ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;TANDUK KALUA;MALABO;-3.042.479;119.340.958;1;Tidak ada;Tidak ada;Ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;TANDUK KALUA;SINDAGAMANIK;-3.014.601;119.274.856;1;Tidak ada;Tidak ada;Ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;TANDUK KALUA;PARONDOBULAWAN;-3.017.387;119.284.569;1;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;TANDUK KALUA;TAMALANTIK;-3.068.684;119.332.878;1;Ada;Ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;TANDUK KALUA;MANNABABA;-2.998.755;11.926.377;1;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;TANDUK KALUA;MESAKADA;-3.090.566;119.321.979;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMASA;TANDUK KALUA;BALLABATU;-3.038.509;119.302.536;1;Tidak ada;Tidak ada;Ada;Ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;TANDUK KALUA;PAMBE;-301.669;11.930.712;1;Ada;Ada;Ada;Ada;Ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;TANDUK KALUA;SALURANO;-3.057.503;119.345.397;1;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;TANDUK KALUA;TALIMBUNG;-3.045.465;119.307.854;1;Ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;TANDUK KALUA;KANAN;-3.089.975;119.346.461;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMASA;TAWALIAN;TAWALIAN;-2.958.323;119.396.203;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMASA;TAWALIAN;TAWALIAN TIMUR;-2.961.186;119.439.764;1;Tidak ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;MAMASA;TAWALIAN;KARIANGO;-2.936.817;119.427.096;1;Tidak ada;Ada;Ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;MAMASA;TAWALIAN;RANTETANGNGA;-2.964.676;119.374.024;1;Ada;Ada;Ada;Tidak ada;Tidak ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;ALLU;PETOOSANG;-341.255;119.003.429;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;ALLU;MOMBI;-3.438.316;118.992.121;1;Ada;Ada;Ada;Ada;Ada;Ada;Tidak ada
SULAWESI BARAT;POLEWALI MANDAR;ALLU;KALUMAMMANG;-3.401.495;118.939.543;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;ALLU;PAO-PAO;-3.368.145;118.994.359;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;ALLU;PUPPU URING;-3.320.923;118.951.548;1;Tidak ada;Tidak ada;Ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;POLEWALI MANDAR;ALLU;SARAGIAN;-3.432.602;118.968.237;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;ALLU;SAYOANG;-34.309.766;1.190.178.078;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;ALLU;ALU;-34.063.661;1.189.828.722;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;ANREAPI;ANREAPI;-3.343.468;119.366.286;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;ANREAPI;DUAMPANUA;-3.372.671;119.328.915;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;ANREAPI;KELAPA DUA;-3.325.437;119.370.385;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;ANREAPI;PAPPANDANGAN;-3.330.685;119.349.404;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;ANREAPI;KUNYI;-3.344.381;119.402.028;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;BALANIPA;-3.480.183;119.062.311;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;TAMMAJARRA;-3.484.178;119.030.509;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;TAMANGGALLE;-3.498.245;119.057.256;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;MOSSO;-3.462.012;119.051.492;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;GALUNG TULUK;-3.497.745;119.067.406;1;Ada;Ada;Ada;Ada;Ada;Tidak ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;SABANG SUBIK;-3.499.187;119.074.155;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;PAMBUSUANG;-35.008;119.080.735;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;BALA;-3.497.143;119.095.012;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;LAMBANAN;-3.480.798;119.071.984;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;LEGO;-3.485.487;11.908.328;1;Ada;Ada;Ada;Ada;Ada;Ada;Tidak ada
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;PALLIS;-3.472.696;119.061.197;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;AMASSANGAN;-3.449.431;119.416.018;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;TONYAMAN;-3.452.029;119.368.596;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;KUAJANG;-3.420.749;119.378.788;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;PAKU;-3.477.051;119.474.464;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;MIRRING;-3.442.801;11.944.454;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;BATETANGNGA;-3.407.608;119.408.408;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;MAMMI;-3.407.972;119.362.868;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;KALEOK;-3.382.352;11.944.589;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;AMOLA;-3.422.824;119.468.264;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;REA;-344.278;119.387.321;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;BULO;BULO;-3.194.576;119.127.807;1;Ada;Ada;Ada;Ada;Ada;Ada;Tidak ada
SULAWESI BARAT;POLEWALI MANDAR;BULO;PULLIWA;-3.289.522;119.156.751;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;BULO;PATAMBANUA;-315.064;119.134.092;1;Tidak ada;Ada;Ada;Ada;Ada;Tidak ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;BULO;KAROMBANG;-3.205.114;11.913.133;1;Ada;Ada;Ada;Ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;POLEWALI MANDAR;BULO;DAALA TIMUR;-3.269.084;119.111.631;1;Tidak ada;Tidak ada;Ada;Tidak ada;Tidak ada;Tidak ada;Tidak ada
SULAWESI BARAT;POLEWALI MANDAR;BULO;LENGGO;-3.172.362;119.091.151;1;Tidak ada;Tidak ada;Ada;Ada;Ada;Tidak ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;BULO;SABURA;-3.236.853;119.184.168;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;BULO;SEPPORRAKI;-3.208.695;119.180.084;1;Ada;Ada;Ada;Ada;Ada;Tidak ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;BULO;IHING;-3.252.913;119.156.104;1;Ada;Ada;Ada;Ada;Tidak ada;Tidak ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;PAPPANG;-3.484.464;119.142.602;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;LALIKO;-3.502.237;119.114.243;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;BONDE;-3.477.019;119.140.646;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;KATUMBANGAN LEMO;-3.468.971;11.918.368;1;Ada;Ada;Ada;Ada;Tidak ada;Tidak ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;PANYAMPA;-3.479.536;119.169.832;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;SURUANG;-347.688;119.109.827;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;LAMPOKO;-3.446.185;119.148.799;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;KATUMBANGAN;-3.449.469;119.177.819;1;Ada;Ada;Ada;Ada;Ada;Ada;Ada
