NO,PROVINSI,KABUPATEN,KECAMATAN,KELURAHAN,PA,SUNTIK,PIL,KONDOM,IMPLAN,IUD,VASEKTOMI,TUBEKTOMI,MAL,KB MODERN,KB TRADISIONAL,BULAN
832,SULAWESI BARAT,MAMUJU,TOMMO,KAKULLASANG,370,155,146,7,50,1,0,6,0,365,5,FEBRUARI
833,SULAWESI BARAT,MAMUJU,TOMMO,LELING,134,40,65,0,28,0,0,1,0,134,0,FEBRUARI
834,SULAWESI BARAT,MAMUJU,TOMMO,KALEPU,101,54,41,1,4,1,0,0,0,101,0,FEBRUARI
835,SULAWESI BARAT,MAMUJU,TOMMO,SANDANA,136,53,52,1,18,2,0,9,1,136,0,FEBRUARI
836,SULAWESI BARAT,MAMUJU,TOMMO,LELING BARAT,225,71,92,3,49,6,0,3,0,224,1,FEBRUARI
837,SULAWESI BARAT,MAMUJU,TOMMO,LELING UTARA,200,82,92,0,26,0,0,0,0,200,0,FEBRUARI
838,SULAWESI BARAT,MAMUJU,TOMMO,SALUDENGEN,133,68,58,1,6,0,0,0,0,133,0,FEBRUARI
839,SULAWESI BARAT,MAJENE,BANGGAE,BANGGAE,362,96,138,18,62,32,1,15,0,362,0,FEBRUARI
840,SULAWESI BARAT,MAJENE,BANGGAE,BARU,516,152,124,11,191,11,0,27,0,516,0,FEBRUARI
841,SULAWESI BARAT,MAJENE,BANGGAE,PANGALI ALI,879,291,265,14,214,58,2,32,0,876,3,FEBRUARI
842,SULAWESI BARAT,MAJENE,BANGGAE,TOTOLI,437,143,109,15,139,12,1,18,0,437,0,FEBRUARI
843,SULAWESI BARAT,MAJENE,BANGGAE,RANGAS,916,355,345,18,148,33,1,14,2,916,0,FEBRUARI
844,SULAWESI BARAT,MAJENE,BANGGAE,GALUNG,251,51,18,32,81,29,0,38,0,249,2,FEBRUARI
845,SULAWESI BARAT,MAJENE,BANGGAE,PALIPI SOREANG,259,113,51,20,53,11,0,11,0,259,0,FEBRUARI
846,SULAWESI BARAT,MAJENE,BANGGAE,PAMBOBORANG,251,49,82,14,78,5,0,22,0,250,1,FEBRUARI
847,SULAWESI BARAT,MAMASA,MAMASA,MAMASA,369,61,44,2,182,61,0,19,0,369,0,FEBRUARI
848,SULAWESI BARAT,MAMASA,MAMASA,RAMBUSARATU,259,92,82,14,53,12,0,6,0,259,0,FEBRUARI
849,SULAWESI BARAT,MAMASA,MAMASA,OSANGO,481,90,75,13,191,93,0,14,1,477,4,FEBRUARI
850,SULAWESI BARAT,MAMASA,MAMASA,LAMBANAN,224,68,54,9,78,6,0,9,0,224,0,FEBRUARI
851,SULAWESI BARAT,MAMASA,MAMASA,LEMBANA SALULO,89,17,14,2,46,4,0,6,0,89,0,FEBRUARI
852,SULAWESI BARAT,MAMASA,MAMASA,TAUPE,236,55,27,9,141,1,1,2,0,236,0,FEBRUARI
853,SULAWESI BARAT,MAMASA,MAMASA,BUNTU BUDA,299,78,28,7,106,29,0,5,2,255,44,FEBRUARI
854,SULAWESI BARAT,MAMASA,MAMASA,TONDOK BAKARU,270,91,84,16,61,10,0,7,0,269,1,FEBRUARI
855,SULAWESI BARAT,MAMASA,MAMASA,PEBASSIAN,93,20,26,0,42,3,0,2,0,93,0,FEBRUARI
856,SULAWESI BARAT,MAMASA,MAMASA,MAMBULILING,118,57,19,1,37,3,0,1,0,118,0,FEBRUARI
857,SULAWESI BARAT,MAMASA,MAMASA,BOMBONG LAMBE,148,42,21,2,68,14,0,1,0,148,0,FEBRUARI
858,SULAWESI BARAT,MAMASA,MAMASA,BUBUN BATU,129,26,7,6,77,2,0,2,0,120,9,FEBRUARI
859,SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,SIDODADI,395,200,89,3,57,29,0,14,1,393,2,FEBRUARI
860,SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,SIDOREJO,342,178,76,12,41,13,0,19,0,339,3,FEBRUARI
861,SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,SUMBEREJO,562,276,96,30,104,41,0,7,1,555,7,FEBRUARI
862,SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,BUMIAYU,402,177,69,9,50,52,0,18,0,375,27,FEBRUARI
863,SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,KEBUNSARI,300,115,56,11,44,46,1,11,0,284,16,FEBRUARI
864,SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,BANUA BARU,197,111,30,7,21,14,0,7,0,190,7,FEBRUARI
865,SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,NEPO,268,155,51,5,40,9,1,5,0,266,2,FEBRUARI
866,SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,SUGIHWARAS,573,274,142,22,80,32,0,11,0,561,12,FEBRUARI
867,SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,CAMPURJO,234,112,42,6,37,19,0,17,0,233,1,FEBRUARI
868,SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,BUMIMULYO,223,112,53,1,39,13,0,3,0,221,2,FEBRUARI
869,SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,TUMPILING,244,127,54,5,36,2,0,9,0,233,11,FEBRUARI
870,SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,BAKKA-BAKKA,196,110,40,5,30,3,0,5,0,193,3,FEBRUARI
871,SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,ARJO SARI,279,150,84,8,11,14,0,6,0,273,6,FEBRUARI
872,SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,GALESON,306,198,45,6,37,8,0,7,0,301,5,FEBRUARI
873,SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,TINAMBUNG,140,40,35,6,26,6,0,27,0,140,0,FEBRUARI
874,SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,KARAMA,467,334,50,23,43,2,0,15,0,467,0,FEBRUARI
875,SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,TANGNGA TANGNGA,207,144,38,2,14,1,0,8,0,207,0,FEBRUARI
876,SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,LEKOPADIS,94,36,19,5,27,1,0,5,0,93,1,FEBRUARI
877,SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,GALUNG LOMBOK,144,59,23,7,38,2,0,15,0,144,0,FEBRUARI
878,SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,TANDUNG,130,59,26,9,18,4,0,13,0,129,1,FEBRUARI
879,SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,BATULAYA,113,43,23,16,18,5,0,8,0,113,0,FEBRUARI
880,SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,SEPABATU,100,34,25,10,16,2,0,13,0,100,0,FEBRUARI
881,SULAWESI BARAT,POLEWALI MANDAR,TUTAR,TARAMANU,198,88,34,5,47,1,13,10,0,198,0,FEBRUARI
882,SULAWESI BARAT,POLEWALI MANDAR,TUTAR,AMBOPADANG,268,106,51,1,107,2,0,1,0,268,0,FEBRUARI
883,SULAWESI BARAT,POLEWALI MANDAR,TUTAR,TUBBI,132,39,71,4,8,2,0,8,0,132,0,FEBRUARI
884,SULAWESI BARAT,POLEWALI MANDAR,TUTAR,RATTE,177,52,73,3,46,1,1,0,1,177,0,FEBRUARI
885,SULAWESI BARAT,POLEWALI MANDAR,TUTAR,BESOANGIN,123,70,8,2,43,0,0,0,0,123,0,FEBRUARI
886,SULAWESI BARAT,POLEWALI MANDAR,TUTAR,PIRIANG TAPIKO,109,35,47,0,25,0,0,2,0,109,0,FEBRUARI
887,SULAWESI BARAT,POLEWALI MANDAR,TUTAR,PEBURRU,182,92,52,3,28,2,0,5,0,182,0,FEBRUARI
888,SULAWESI BARAT,POLEWALI MANDAR,TUTAR,TALOBA,96,40,36,0,16,0,0,3,0,95,1,FEBRUARI
889,SULAWESI BARAT,POLEWALI MANDAR,TUTAR,POLLEWANI,270,140,92,5,30,0,0,3,0,270,0,FEBRUARI
890,SULAWESI BARAT,POLEWALI MANDAR,TUTAR,ARABUA,140,76,32,0,14,0,16,2,0,140,0,FEBRUARI
891,SULAWESI BARAT,POLEWALI MANDAR,TUTAR,BESOANGIN UTARA,104,53,14,4,33,0,0,0,0,104,0,FEBRUARI
892,SULAWESI BARAT,POLEWALI MANDAR,TUTAR,PODA,123,54,48,4,13,0,1,3,0,123,0,FEBRUARI
893,SULAWESI BARAT,POLEWALI MANDAR,TUTAR,TARAMANU TUA,167,35,49,2,71,3,0,4,0,164,3,FEBRUARI
894,SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,MATANGNGA,82,43,9,3,23,1,0,3,0,82,0,FEBRUARI
895,SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,LILLI,108,39,15,1,52,0,0,1,0,108,0,FEBRUARI
896,SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,RANGOAN,79,28,28,1,21,0,0,0,0,78,1,FEBRUARI
897,SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,TAPUA,166,70,30,9,56,0,0,1,0,166,0,FEBRUARI
898,SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,MAMBU TAPUA,97,33,12,1,48,0,0,3,0,97,0,FEBRUARI
899,SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,BA'BA TAPUA,74,27,9,3,35,0,0,0,0,74,0,FEBRUARI
900,SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,KATIMBANG,88,37,25,1,23,1,0,0,0,87,1,FEBRUARI
901,SULAWESI BARAT,POLEWALI MANDAR,MATAKALI,MATAKALI,330,153,83,16,52,13,0,13,0,330,0,FEBRUARI
902,SULAWESI BARAT,POLEWALI MANDAR,MATAKALI,PETAMPANUA,278,126,91,3,34,17,2,5,0,278,0,FEBRUARI
903,SULAWESI BARAT,POLEWALI MANDAR,MATAKALI,BARUMBUNG,217,85,73,7,41,8,0,3,0,217,0,FEBRUARI
904,SULAWESI BARAT,POLEWALI MANDAR,MATAKALI,PASIANG,422,159,79,15,138,8,0,19,0,418,4,FEBRUARI
905,SULAWESI BARAT,POLEWALI MANDAR,MATAKALI,TONROLIMA,238,123,51,2,37,5,0,10,2,230,8,FEBRUARI
906,SULAWESI BARAT,POLEWALI MANDAR,MATAKALI,INDOMAKKOMBONG,392,193,107,1,67,5,0,10,2,385,7,FEBRUARI
907,SULAWESI BARAT,POLEWALI MANDAR,MATAKALI,BUNGA-BUNGA,133,57,48,7,17,0,0,4,0,133,0,FEBRUARI
908,SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,POLEWALI,533,157,162,45,82,32,0,44,0,522,11,FEBRUARI
909,SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,WATTANG,218,65,71,15,32,18,0,17,0,218,0,FEBRUARI
910,SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,SULEWATANG,401,100,205,3,74,7,0,12,0,401,0,FEBRUARI
911,SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,LANTORA,434,115,181,22,52,36,0,28,0,434,0,FEBRUARI
912,SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,TAKATIDUNG,550,263,121,29,77,20,0,22,0,532,18,FEBRUARI
913,SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,PEKKABATA,348,155,65,36,48,28,0,15,0,347,1,FEBRUARI
914,SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,MADATE,590,214,168,69,87,20,0,32,0,590,0,FEBRUARI
915,SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,MANDING,476,158,149,17,96,21,0,34,0,475,1,FEBRUARI
916,SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,DARMA,543,203,160,19,112,16,0,33,0,543,0,FEBRUARI
917,SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,PELITAKAN,167,94,27,1,13,2,0,13,0,150,17,FEBRUARI
918,SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,TAPANGO,218,122,42,3,40,5,0,6,0,218,0,FEBRUARI
919,SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,RAPPANG,234,127,55,1,42,2,0,6,0,233,1,FEBRUARI
920,SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,DAKKA,191,87,57,1,36,2,0,5,0,188,3,FEBRUARI
921,SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,BATU,139,74,28,8,21,1,0,6,0,138,1,FEBRUARI
922,SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,RISO,182,100,13,1,57,4,0,5,0,180,2,FEBRUARI
923,SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,PALATTA,167,64,52,1,37,1,0,1,1,157,10,FEBRUARI
924,SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,TAPANGO BARAT,153,83,38,2,18,3,0,9,0,153,0,FEBRUARI
925,SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,KURRAK,80,43,33,0,2,1,0,1,0,80,0,FEBRUARI
926,SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,BUSSU,155,97,36,4,13,2,0,3,0,155,0,FEBRUARI
927,SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,TUTTULA,114,76,15,2,15,1,0,1,0,110,4,FEBRUARI
928,SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,JAMBU MALEA,204,83,75,6,30,0,0,10,0,204,0,FEBRUARI
929,SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,KALIMBUA,203,131,40,1,24,2,0,5,0,203,0,FEBRUARI
930,SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,BANATO REJO,342,210,84,0,33,6,0,4,0,337,5,FEBRUARI
931,SULAWESI BARAT,POLEWALI MANDAR,BULO,BULO,110,22,11,4,71,2,0,0,0,110,0,FEBRUARI
932,SULAWESI BARAT,POLEWALI MANDAR,BULO,PULLIWA,307,105,48,3,136,3,0,11,0,306,1,FEBRUARI
933,SULAWESI BARAT,POLEWALI MANDAR,BULO,PATAMBANUA,145,32,99,0,11,0,0,1,0,143,2,FEBRUARI
934,SULAWESI BARAT,POLEWALI MANDAR,BULO,KAROMBANG,138,79,23,0,33,2,0,1,0,138,0,FEBRUARI
935,SULAWESI BARAT,POLEWALI MANDAR,BULO,DAALA TIMUR,125,43,64,2,15,0,0,1,0,125,0,FEBRUARI
936,SULAWESI BARAT,POLEWALI MANDAR,BULO,LENGGO,61,17,37,2,3,1,0,1,0,61,0,FEBRUARI
937,SULAWESI BARAT,POLEWALI MANDAR,BULO,SABURA,70,27,30,0,12,0,0,1,0,70,0,FEBRUARI
938,SULAWESI BARAT,POLEWALI MANDAR,BULO,SEPPORRAKI,105,26,25,0,52,0,0,2,0,105,0,FEBRUARI
939,SULAWESI BARAT,POLEWALI MANDAR,BULO,IHING,105,21,24,1,54,1,0,1,0,102,3,FEBRUARI
940,SULAWESI BARAT,POLEWALI MANDAR,BINUANG,AMASSANGAN,301,143,56,2,66,2,0,32,0,301,0,FEBRUARI
941,SULAWESI BARAT,POLEWALI MANDAR,BINUANG,TONYAMAN,530,213,180,3,97,13,0,10,1,517,13,FEBRUARI
942,SULAWESI BARAT,POLEWALI MANDAR,BINUANG,KUAJANG,372,179,63,10,106,4,1,9,0,372,0,FEBRUARI
943,SULAWESI BARAT,POLEWALI MANDAR,BINUANG,PAKU,185,86,41,14,31,0,1,11,1,185,0,FEBRUARI
944,SULAWESI BARAT,POLEWALI MANDAR,BINUANG,MIRRING,247,124,44,13,45,1,0,17,0,244,3,FEBRUARI
945,SULAWESI BARAT,POLEWALI MANDAR,BINUANG,BATETANGNGA,693,402,144,11,83,7,0,15,2,664,29,FEBRUARI
946,SULAWESI BARAT,POLEWALI MANDAR,BINUANG,MAMMI,258,87,71,8,81,3,0,7,0,257,1,FEBRUARI
947,SULAWESI BARAT,POLEWALI MANDAR,BINUANG,KALEOK,158,55,70,3,26,0,0,4,0,158,0,FEBRUARI
948,SULAWESI BARAT,POLEWALI MANDAR,BINUANG,AMOLA,164,87,32,5,37,0,1,2,0,164,0,FEBRUARI
949,SULAWESI BARAT,POLEWALI MANDAR,BINUANG,REA,289,116,86,13,48,1,2,17,0,283,6,FEBRUARI
950,SULAWESI BARAT,POLEWALI MANDAR,ANREAPI,ANREAPI,178,36,56,10,49,10,0,14,1,176,2,FEBRUARI
951,SULAWESI BARAT,POLEWALI MANDAR,ANREAPI,DUAMPANUA,393,118,147,20,81,5,0,17,0,388,5,FEBRUARI
952,SULAWESI BARAT,POLEWALI MANDAR,ANREAPI,KELAPA DUA,272,72,124,4,53,3,2,13,0,271,1,FEBRUARI
953,SULAWESI BARAT,POLEWALI MANDAR,ANREAPI,PAPPANDANGAN,261,101,74,7,64,2,3,8,0,259,2,FEBRUARI
954,SULAWESI BARAT,POLEWALI MANDAR,ANREAPI,KUNYI,241,36,113,3,67,2,0,10,2,233,8,FEBRUARI
955,SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,BALANIPA,230,103,46,24,38,8,0,11,0,230,0,FEBRUARI
956,SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,TAMMAJARRA,194,126,18,30,13,4,0,3,0,194,0,FEBRUARI
957,SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,TAMANGGALLE,103,54,17,0,29,1,0,1,1,103,0,FEBRUARI
958,SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,MOSSO,83,57,16,7,3,0,0,0,0,83,0,FEBRUARI
959,SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,GALUNG TULUK,209,104,50,22,21,1,0,11,0,209,0,FEBRUARI
960,SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,SABANG SUBIK,255,133,65,21,26,3,0,7,0,255,0,FEBRUARI
961,SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,PAMBUSUANG,421,256,64,12,26,10,0,24,1,393,28,FEBRUARI
962,SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,BALA,324,253,23,3,19,4,0,19,0,321,3,FEBRUARI
963,SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,LAMBANAN,24,7,7,8,2,0,0,0,0,24,0,FEBRUARI
964,SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,LEGO,106,68,25,0,5,0,0,8,0,106,0,FEBRUARI
965,SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,PALLIS,29,13,7,1,5,1,0,2,0,29,0,FEBRUARI
966,SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,LIMBORO,127,39,30,15,22,3,0,9,0,118,9,FEBRUARI
967,SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,LEMBANG LEMBANG,231,91,55,32,35,5,0,13,0,231,0,FEBRUARI
968,SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,TANDASURA,147,75,18,12,28,2,0,10,0,145,2,FEBRUARI
969,SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,SAMASUNDU,147,48,52,11,24,6,0,6,0,147,0,FEBRUARI
970,SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,NAPO,159,87,26,3,34,0,0,9,0,159,0,FEBRUARI
971,SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,TODANG TODANG,40,17,15,5,3,0,0,0,0,40,0,FEBRUARI
972,SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,PENDULANGAN,58,34,19,0,3,0,0,2,0,58,0,FEBRUARI
973,SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,RENGGEANG,112,36,35,7,30,0,0,4,0,112,0,FEBRUARI
974,SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,SALARRI,61,24,17,7,11,1,0,1,0,61,0,FEBRUARI
975,SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,TANGAN BARU,81,29,12,2,33,0,0,5,0,81,0,FEBRUARI
976,SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,PALECE,122,28,44,29,14,3,0,4,0,122,0,FEBRUARI
977,SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,PAPPANG,148,83,14,9,7,7,0,13,1,134,14,FEBRUARI
978,SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,LALIKO,176,113,35,2,6,3,0,17,0,176,0,FEBRUARI
979,SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,BONDE,177,101,37,5,12,10,0,12,0,177,0,FEBRUARI
980,SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,KATUMBANGAN LEMO,149,90,25,14,14,4,0,2,0,149,0,FEBRUARI
981,SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,PANYAMPA,198,130,43,2,7,3,0,10,2,197,1,FEBRUARI
982,SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,SURUANG,159,86,42,10,8,1,0,7,0,154,5,FEBRUARI
983,SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,LAMPOKO,229,146,55,11,9,2,0,6,0,229,0,FEBRUARI
984,SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,KATUMBANGAN,287,124,39,5,65,40,0,14,0,287,0,FEBRUARI
985,SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,LAPEO,124,69,16,7,17,3,0,11,0,123,1,FEBRUARI
986,SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,PARAPPE,221,135,44,2,34,3,0,1,0,219,2,FEBRUARI
987,SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,ONGKO,117,44,21,13,31,5,0,3,0,117,0,FEBRUARI
988,SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,KENJE,150,106,11,7,17,3,0,6,0,150,0,FEBRUARI
989,SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,SUMARRANG,435,241,124,4,60,6,0,0,0,435,0,FEBRUARI
990,SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,BOTTO,258,129,62,0,55,3,0,7,0,256,2,FEBRUARI
991,SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,GATTUNGAN,175,59,23,23,45,16,0,8,0,174,1,FEBRUARI
992,SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,PADANG TIMUR,127,59,19,3,39,2,0,5,0,127,0,FEBRUARI
993,SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,PADANG,63,36,7,3,12,0,0,0,0,58,5,FEBRUARI
994,SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,LAGI-AGI,238,176,28,6,19,3,0,6,0,238,0,FEBRUARI
995,SULAWESI BARAT,POLEWALI MANDAR,LUYO,BATUPANGA,231,111,39,4,63,2,1,7,0,227,4,FEBRUARI
996,SULAWESI BARAT,POLEWALI MANDAR,LUYO,MAMBU,211,106,28,2,50,3,1,13,2,205,6,FEBRUARI
997,SULAWESI BARAT,POLEWALI MANDAR,LUYO,TENGGELANG,289,145,59,17,48,0,1,8,0,278,11,FEBRUARI
998,SULAWESI BARAT,POLEWALI MANDAR,LUYO,BARU,305,90,91,41,45,7,0,20,0,294,11,FEBRUARI
999,SULAWESI BARAT,POLEWALI MANDAR,LUYO,PUSSUI,177,97,30,2,40,0,1,5,1,176,1,FEBRUARI
1000,SULAWESI BARAT,POLEWALI MANDAR,LUYO,MAPILI BARAT,199,119,38,11,21,0,0,10,0,199,0,FEBRUARI
1001,SULAWESI BARAT,POLEWALI MANDAR,LUYO,SAMBALI WALI,260,154,40,14,38,1,0,2,0,249,11,FEBRUARI
1002,SULAWESI BARAT,POLEWALI MANDAR,LUYO,BATUPANGA DAALA,317,151,48,3,108,0,1,5,0,316,1,FEBRUARI
1003,SULAWESI BARAT,POLEWALI MANDAR,LUYO,LUYO,207,125,20,0,44,2,3,12,0,206,1,FEBRUARI
1004,SULAWESI BARAT,POLEWALI MANDAR,LUYO,PUSSUI BARAT,106,50,11,3,24,13,1,3,0,105,1,FEBRUARI
1005,SULAWESI BARAT,POLEWALI MANDAR,LUYO,PUCCADI,208,152,20,0,29,2,0,5,0,208,0,FEBRUARI
1006,SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,MAPILI,118,48,9,6,37,4,0,14,0,118,0,FEBRUARI
1007,SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,UGIBARU,178,65,18,14,33,8,0,24,0,162,16,FEBRUARI
1008,SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,RUMPA,158,82,18,2,47,5,0,4,0,158,0,FEBRUARI
1009,SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,KURMA,312,177,50,0,69,1,0,15,0,312,0,FEBRUARI
1010,SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,BUKU,236,168,31,4,25,2,0,2,0,232,4,FEBRUARI
1011,SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,BONNE BONNE,132,46,19,12,39,9,0,7,0,132,0,FEBRUARI
1012,SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,BEROANGIN,216,69,28,1,95,4,0,14,1,212,4,FEBRUARI
1013,SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,SEGERANG,168,99,36,3,23,1,0,6,0,168,0,FEBRUARI
1014,SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,BONRA,193,93,53,2,30,3,0,12,0,193,0,FEBRUARI
1015,SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,SATTOKO,75,20,7,0,43,0,0,5,0,75,0,FEBRUARI
1016,SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,RAPPANG BARAT,325,102,116,5,72,4,0,25,0,324,1,FEBRUARI
1017,SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,LANDI KANUSUANG,322,126,36,1,141,0,0,18,0,322,0,FEBRUARI
1018,SULAWESI BARAT,MAMASA,NOSU,NOSU,84,7,34,4,24,8,0,5,0,82,2,FEBRUARI
1019,SULAWESI BARAT,MAMASA,NOSU,MINANGA,25,2,14,1,8,0,0,0,0,25,0,FEBRUARI
1020,SULAWESI BARAT,MAMASA,NOSU,BATUPAPAN,54,19,18,1,15,1,0,0,0,54,0,FEBRUARI
1021,SULAWESI BARAT,MAMASA,NOSU,MASEWWE,30,11,4,0,15,0,0,0,0,30,0,FEBRUARI
1022,SULAWESI BARAT,MAMASA,NOSU,SIWI,24,11,5,1,5,1,0,1,0,24,0,FEBRUARI
1023,SULAWESI BARAT,MAMASA,NOSU,MINANGA TIMUR,12,3,3,0,6,0,0,0,0,12,0,FEBRUARI
1024,SULAWESI BARAT,MAMASA,NOSU,PARINDING,24,2,16,0,6,0,0,0,0,24,0,FEBRUARI
1025,SULAWESI BARAT,MAMASA,MESSAWA,MESSAWA,35,8,19,0,6,0,0,2,0,35,0,FEBRUARI
1026,SULAWESI BARAT,MAMASA,MESSAWA,RIPPUNG,135,69,51,0,15,0,0,0,0,135,0,FEBRUARI
1027,SULAWESI BARAT,MAMASA,MESSAWA,MAKUANG,106,57,33,0,16,0,0,0,0,106,0,FEBRUARI
1028,SULAWESI BARAT,MAMASA,MESSAWA,SEPANG,73,46,25,0,2,0,0,0,0,73,0,FEBRUARI
1029,SULAWESI BARAT,MAMASA,MESSAWA,MALIMBONG,56,13,40,0,3,0,0,0,0,56,0,FEBRUARI
1030,SULAWESI BARAT,MAMASA,MESSAWA,MATANDE,85,18,55,6,5,1,0,0,0,85,0,FEBRUARI
1031,SULAWESI BARAT,MAMASA,MESSAWA,SIPAI,78,34,34,0,10,0,0,0,0,78,0,FEBRUARI
1032,SULAWESI BARAT,MAMASA,MESSAWA,PASMA MAMBU,48,16,22,0,10,0,0,0,0,48,0,FEBRUARI
1033,SULAWESI BARAT,MAMASA,MESSAWA,TANETE BATU,55,28,23,0,3,0,0,1,0,55,0,FEBRUARI
